game,game_label,record_type,source_name,source_url,code,code_variants,redemption_url,status,is_redeemable_now,has_expired,expires_in,added_at_utc,added_at_output_tz,start_at_utc,end_at_utc,start_at_output_tz,end_at_output_tz,rewards,raw_rewards
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,4S5RTSV3P5CC,[],https://genshin.hoyoverse.com/en/gift?code=4S5RTSV3P5CC,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 60}, {""item"": ""Adventurer's Experience"", ""qty"": 5}]","[""Primogem \u00d760"", ""Adventurer's Experience \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,4SLPH3BSFVH9,[],https://genshin.hoyoverse.com/en/gift?code=4SLPH3BSFVH9,inactive,False,True,,,,,,,,"[{""item"": ""100 Primogems"", ""qty"": null}, {""item"": ""50,000 Mora"", ""qty"": null}]","[""100 Primogems"", ""50,000 Mora""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,54YUANSHEN0212,[],https://genshin.hoyoverse.com/en/gift?code=54YUANSHEN0212,inactive,False,True,,,,,,,,"[{""item"": ""100 Primogems"", ""qty"": null}, {""item"": ""10 Mystic Enhancement Ore"", ""qty"": null}]","[""100 Primogems"", ""10 Mystic Enhancement Ore""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,56CACUCUVSAJAW,[],https://genshin.hoyoverse.com/en/gift?code=56CACUCUVSAJAW,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 60}, {""item"": ""Mora"", ""qty"": 20000}, {""item"": ""Hero's Wit"", ""qty"": 3}]","[""Primogem \u00d760"", ""Mora \u00d720,000"", ""Hero's Wit \u00d73""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,5AM75NYUGTTR,[],https://genshin.hoyoverse.com/en/gift?code=5AM75NYUGTTR,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 30}, {""item"": ""Mora"", ""qty"": 20000}, {""item"": ""Hero's Wit"", ""qty"": 3}, {""item"": ""Blazed Meat Stew"", ""qty"": 5}]","[""Primogem \u00d730"", ""Mora \u00d720,000"", ""Hero's Wit \u00d73"", ""Blazed Meat Stew \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,6ALMWAVKLK35,[],https://genshin.hoyoverse.com/en/gift?code=6ALMWAVKLK35,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 100}, {""item"": ""Mystic Enhancement Ore"", ""qty"": 10}]","[""Primogem \u00d7100"", ""Mystic Enhancement Ore \u00d710""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,7B476N4TDJ6V,[],https://genshin.hoyoverse.com/en/gift?code=7B476N4TDJ6V,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 20000}, {""item"": ""Crepes Suzette"", ""qty"": 1}, {""item"": ""Cold Cut Platter"", ""qty"": 1}, {""item"": ""Tea Break Pancake"", ""qty"": 1}, {""item"": ""Matsutake Meat Rolls"", ""qty"": 1}, {""item"": ""Sparkling Berry Juice"", ""qty"": 1}, {""item"": ""Teyvat Fried Egg"", ""qty"": 2}]","[""Mora \u00d720,000"", ""Crepes Suzette \u00d71"", ""Cold Cut Platter \u00d71"", ""Tea Break Pancake \u00d71"", ""Matsutake Meat Rolls \u00d71"", ""Sparkling Berry Juice \u00d71"", ""Teyvat Fried Egg \u00d72""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,7TBZAGPP2WRD,[],https://genshin.hoyoverse.com/en/gift?code=7TBZAGPP2WRD,inactive,False,True,,,,,,,,"[{""item"": ""Geode of Replication"", ""qty"": 160}, {""item"": ""Mora"", ""qty"": 2000}, {""item"": ""Hero's Wit"", ""qty"": 2}, {""item"": ""Mystic Enhancement Ore"", ""qty"": 2}]","[""Geode of Replication \u00d7160"", ""Mora \u00d72,000"", ""Hero's Wit \u00d72"", ""Mystic Enhancement Ore \u00d72""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,7TLMXSD243JR,[],https://genshin.hoyoverse.com/en/gift?code=7TLMXSD243JR,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 100}, {""item"": ""Hero's Wit"", ""qty"": 10}]","[""Primogem \u00d7100"", ""Hero's Wit \u00d710""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,8BHA0KFRG94K,[],https://genshin.hoyoverse.com/en/gift?code=8BHA0KFRG94K,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 60}, {""item"": ""Adventurer's Experience"", ""qty"": 5}]","[""Primogem x60"", ""Adventurer's Experience x5""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,8EVXSMCPCYAA,[],https://genshin.hoyoverse.com/en/gift?code=8EVXSMCPCYAA,inactive,False,True,,,,,,,,"[{""item"": ""100 Primogems"", ""qty"": null}, {""item"": ""50,000 Mora"", ""qty"": null}]","[""100 Primogems"", ""50,000 Mora""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,8QD412QXCEU1,[],https://genshin.hoyoverse.com/en/gift?code=8QD412QXCEU1,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 60}, {""item"": ""Adventurer's Experience"", ""qty"": 5}]","[""Primogem \u00d760"", ""Adventurer's Experience \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,8X73KH58KDHN,[],https://genshin.hoyoverse.com/en/gift?code=8X73KH58KDHN,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 60}, {""item"": ""Adventurer's Experience"", ""qty"": 5}]","[""Primogem \u00d760"", ""Adventurer's Experience \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,ABEJDF,[],https://genshin.hoyoverse.com/en/gift?code=ABEJDF,inactive,False,True,,,,,,,,"[{""item"": ""Withering Purpurbloom"", ""qty"": 5}]","[""Withering Purpurbloom \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,ACUI96V85FCK,[],https://genshin.hoyoverse.com/en/gift?code=ACUI96V85FCK,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Seasoned Fang"", ""qty"": 3}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Seasoned Fang \u00d73""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,AEXK6S4U93CF,[],https://genshin.hoyoverse.com/en/gift?code=AEXK6S4U93CF,inactive,False,True,,,,,,,,"[{""item"": ""Brilliant Chrysanthemum"", ""qty"": 3}, {""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}]","[""Brilliant Chrysanthemum \u00d73"", ""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,AISABATHHOUSE,[],https://genshin.hoyoverse.com/en/gift?code=AISABATHHOUSE,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 100}, {""item"": ""Mora"", ""qty"": 50000}]","[""Primogem \u00d7100"", ""Mora \u00d750,000""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,ANAKUZY,[],https://genshin.hoyoverse.com/en/gift?code=ANAKUZY,inactive,False,True,,,,,,,,"[{""item"": ""Withering Purpurbloom"", ""qty"": 5}]","[""Withering Purpurbloom \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,ANANAS,[],https://genshin.hoyoverse.com/en/gift?code=ANANAS,inactive,False,True,,,,,,,,"[{""item"": ""Withering Purpurbloom"", ""qty"": 5}]","[""Withering Purpurbloom \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,AOZJ2TD5FZPV,[],https://genshin.hoyoverse.com/en/gift?code=AOZJ2TD5FZPV,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 60}, {""item"": ""Adventurer's Experience"", ""qty"": 5}]","[""Primogem \u00d760"", ""Adventurer's Experience \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,BLINYMOIBLINY,[],https://genshin.hoyoverse.com/en/gift?code=BLINYMOIBLINY,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 20000}, {""item"": ""Hero's Wit"", ""qty"": 3}, {""item"": ""Crepes Suzette"", ""qty"": 1}, {""item"": ""Thunderclap Slash!"", ""qty"": 1}, {""item"": ""Midsommar Torte"", ""qty"": 1}, {""item"": ""Tea Break Pancake"", ""qty"": 1}, {""item"": ""Teyvat Fried Egg"", ""qty"": 2}, {""item"": ""Long Night Alight"", ""qty"": 1}]","[""Mora \u00d720000"", ""Hero's Wit \u00d73"", ""Crepes Suzette \u00d71"", ""Thunderclap Slash! \u00d71"", ""Midsommar Torte \u00d71"", ""Tea Break Pancake \u00d71"", ""Teyvat Fried Egg \u00d72"", ""Long Night Alight \u00d71""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,BLKS3198XVS2,[],https://genshin.hoyoverse.com/en/gift?code=BLKS3198XVS2,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Jueyun Chili Chicken \u00d75"", ""Stir-Fried Fish Noodles \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,BLKS3Z1CL8N8,[],https://genshin.hoyoverse.com/en/gift?code=BLKS3Z1CL8N8,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Jueyun Chili Chicken \u00d75"", ""Stir-Fried Fish Noodles \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,BLKS76MP2B6C,[],https://genshin.hoyoverse.com/en/gift?code=BLKS76MP2B6C,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}]","[""Mora x10,000"", ""Adventurer's Experience x10"", ""Fine Enhancement Ore x5"", ""Stir-Fried Fish Noodles x5"", ""Jueyun Chili Chicken x5""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,BLKSMCJ3N725,[],https://genshin.hoyoverse.com/en/gift?code=BLKSMCJ3N725,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Jueyun Chili Chicken \u00d75"", ""Stir-Fried Fish Noodles \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,BLKSOK1236QU,[],https://genshin.hoyoverse.com/en/gift?code=BLKSOK1236QU,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Jueyun Chili Chicken \u00d75"", ""Stir-Fried Fish Noodles \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,CHEFESCOFFIER0507,[],https://genshin.hoyoverse.com/en/gift?code=CHEFESCOFFIER0507,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 100}, {""item"": ""Hero's Wit"", ""qty"": 5}]","[""Primogem \u00d7100"", ""Hero's Wit \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,CLD6ZWU35GTH,[],https://genshin.hoyoverse.com/en/gift?code=CLD6ZWU35GTH,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 60}, {""item"": ""Adventurer's Experience"", ""qty"": 5}]","[""Primogem \u00d760"", ""Adventurer's Experience \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,COACHIANSAN0326,[],https://genshin.hoyoverse.com/en/gift?code=COACHIANSAN0326,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 100}, {""item"": ""Mora"", ""qty"": 50000}]","[""Primogem \u00d7100"", ""Mora \u00d750,000""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,COMENIGHTORDAY,[],https://genshin.hoyoverse.com/en/gift?code=COMENIGHTORDAY,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 100}, {""item"": ""Mystic Enhancement Ore"", ""qty"": 10}]","[""Primogem \u00d7100"", ""Mystic Enhancement Ore \u00d710""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,CXDFS4CNBJRN,[],https://genshin.hoyoverse.com/en/gift?code=CXDFS4CNBJRN,inactive,False,True,,,,,,,,"[{""item"": ""100 Primogems"", ""qty"": null}, {""item"": ""5 Hero's Wit"", ""qty"": null}]","[""100 Primogems"", ""5 Hero's Wit""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,DABHTY763DAZ,[],https://genshin.hoyoverse.com/en/gift?code=DABHTY763DAZ,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 20000}, {""item"": ""Hero's Wit"", ""qty"": 3}, {""item"": ""Mystic Enhancement Ore"", ""qty"": 5}]","[""Mora \u00d720,000"", ""Hero's Wit \u00d73"", ""Mystic Enhancement Ore \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,DDDDHDHDH,[],https://genshin.hoyoverse.com/en/gift?code=DDDDHDHDH,inactive,False,True,,,,,,,,"[{""item"": ""Withering Purpurbloom"", ""qty"": 5}]","[""Withering Purpurbloom \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,DEOB21CK9Y6N,[],https://genshin.hoyoverse.com/en/gift?code=DEOB21CK9Y6N,inactive,False,True,,,,,,,,"[{""item"": ""Brilliant Chrysanthemum"", ""qty"": 3}, {""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}]","[""Brilliant Chrysanthemum \u00d73"", ""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,DRAGON1203DURIN,[],https://genshin.hoyoverse.com/en/gift?code=DRAGON1203DURIN,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 100}, {""item"": ""Hero's Wit"", ""qty"": 5}]","[""Primogem \u00d7100"", ""Hero's Wit \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,EAOL18BJ8S64,[],https://genshin.hoyoverse.com/en/gift?code=EAOL18BJ8S64,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Stir-Fried Fish Noodles \u00d75"", ""Jueyun Chili Chicken \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,EKLP57EFE4G4,[],https://genshin.hoyoverse.com/en/gift?code=EKLP57EFE4G4,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Jueyun Chili Chicken \u00d75"", ""Stir-Fried Fish Noodles \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,EMVDL6W28D8A,[],https://genshin.hoyoverse.com/en/gift?code=EMVDL6W28D8A,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Stir-Fried Fish Noodles \u00d75"", ""Jueyun Chili Chicken \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,EMVDUW5HW812,[],https://genshin.hoyoverse.com/en/gift?code=EMVDUW5HW812,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Stir-Fried Fish Noodles \u00d75"", ""Jueyun Chili Chicken \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,EPIC2025,[],https://genshin.hoyoverse.com/en/gift?code=EPIC2025,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 40}, {""item"": ""Adventurer's Experience"", ""qty"": 5}, {""item"": ""Mora"", ""qty"": 20000}]","[""Primogem \u00d740"", ""Adventurer's Experience \u00d75"", ""Mora \u00d720,000""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,EZIZ8W3J47NA,[],https://genshin.hoyoverse.com/en/gift?code=EZIZ8W3J47NA,inactive,False,True,,,,,,,,"[{""item"": ""Mora"", ""qty"": 10000}, {""item"": ""Adventurer's Experience"", ""qty"": 10}, {""item"": ""Fine Enhancement Ore"", ""qty"": 5}, {""item"": ""Stir-Fried Fish Noodles"", ""qty"": 5}, {""item"": ""Jueyun Chili Chicken"", ""qty"": 5}]","[""Mora \u00d710,000"", ""Adventurer's Experience \u00d710"", ""Fine Enhancement Ore \u00d75"", ""Stir-Fried Fish Noodles \u00d75"", ""Jueyun Chili Chicken \u00d75""]"
genshin,Genshin Impact,code,Ennead,https://api.ennead.cc/mihoyo/genshin/codes,FATUI,[],https://genshin.hoyoverse.com/en/gift?code=FATUI,inactive,False,True,,,,,,,,"[{""item"": ""Primogem"", ""qty"": 30}]","[""Primogem \u00d730""]"
